customer_id,gender,age,has_partner,has_dependents,tenure_months,contract_type,payment_method,internet_service,monthly_charges,total_charges,has_paperless_billing,has_online_security,has_tech_support,has_streaming_tv,num_support_tickets,avg_call_duration,churn
31015,Male,18,No,No,14,One year,Bank transfer,Fiber optic,54.22,656.62,No,No,Yes,Yes,2,11.9,1
31016,Female,35,No,No,34,Two year,Bank transfer,Fiber optic,22.62,722.79,Yes,No,Yes,No,2,9.2,0
31017,Male,49,No,No,53,Month-to-month,Mailed check,DSL,40.23,1975.02,No,Yes,No,No,3,26.0,1
31018,Male,64,No,Yes,20,One year,Credit card,Fiber optic,19.55,436.57,Yes,No,No,Yes,0,15.2,1
31019,Female,66,Yes,Yes,16,One year,Electronic check,DSL,77.3,1326.13,Yes,Yes,No,Yes,1,1.8,0
31020,Female,28,No,No,70,Month-to-month,Credit card,DSL,28.8,1854.36,No,No,No,Yes,1,21.5,0
31021,Female,38,No,No,56,Month-to-month,Electronic check,No,107.05,5893.47,Yes,Yes,Yes,Yes,1,12.3,0
31022,Female,43,No,No,58,One year,Electronic check,DSL,71.36,3469.31,No,No,No,Yes,0,16.4,1
31023,Female,80,Yes,Yes,4,Month-to-month,Mailed check,Fiber optic,89.37,414.41,Yes,Yes,No,No,2,26.9,1
31024,Male,42,Yes,No,4,One year,Bank transfer,No,59.91,281.38,Yes,No,No,No,0,8.4,0
31025,Male,39,No,No,20,Two year,Electronic check,DSL,75.18,1792.17,No,No,No,Yes,0,8.0,0
31026,Female,76,No,No,10,Month-to-month,Bank transfer,No,114.15,1309.78,No,No,Yes,Yes,2,8.6,1
31027,Male,44,Yes,No,24,Month-to-month,Credit card,DSL,26.44,551.8,Yes,No,No,Yes,4,10.8,1
31028,Female,66,No,Yes,26,Month-to-month,Electronic check,Fiber optic,43.9,934.21,Yes,No,Yes,No,1,4.1,1
31029,Male,30,No,No,37,One year,Bank transfer,Fiber optic,97.56,3724.65,No,No,No,Yes,3,21.2,0
31030,Male,50,Yes,Yes,54,Two year,Electronic check,No,28.07,1765.95,Yes,Yes,No,Yes,1,7.0,1
31031,Male,51,Yes,No,21,Month-to-month,Mailed check,Fiber optic,25.72,470.41,No,Yes,Yes,Yes,2,27.9,0
31032,Male,58,No,No,38,Month-to-month,Bank transfer,Fiber optic,54.88,1674.23,Yes,Yes,No,No,2,7.3,0
31033,Male,52,Yes,No,46,One year,Mailed check,Fiber optic,27.4,1414.42,No,No,Yes,Yes,0,8.4,1
31034,Female,80,Yes,No,4,One year,Credit card,DSL,77.68,258.12,Yes,No,Yes,No,3,9.6,0
31035,Male,18,Yes,Yes,60,Month-to-month,Bank transfer,Fiber optic,41.08,2379.72,Yes,Yes,No,Yes,2,23.3,0
31036,Male,38,Yes,Yes,57,One year,Credit card,DSL,109.36,6679.56,No,No,Yes,Yes,7,13.4,1
31037,Male,65,No,No,45,Month-to-month,Bank transfer,Fiber optic,97.92,3942.49,Yes,No,No,Yes,1,24.8,1
31038,Male,72,Yes,No,20,One year,Credit card,Fiber optic,89.37,1489.95,No,Yes,No,No,2,23.8,1
31039,Female,23,Yes,No,17,Month-to-month,Electronic check,No,80.93,1524.41,Yes,No,No,Yes,1,28.0,1
31040,Female,45,No,Yes,71,Month-to-month,Electronic check,Fiber optic,106.07,7923.11,Yes,Yes,No,No,1,22.9,0
31041,Female,34,Yes,No,4,Two year,Mailed check,Fiber optic,40.75,194.85,Yes,No,No,Yes,1,2.5,1
31042,Male,22,Yes,Yes,14,Month-to-month,Credit card,DSL,107.06,1405.5,No,No,No,Yes,6,25.3,1
31043,Female,48,No,No,3,Month-to-month,Electronic check,DSL,98.53,243.77,Yes,Yes,No,No,0,28.2,1
31044,Female,22,No,No,58,Two year,Credit card,Fiber optic,94.31,5982.74,Yes,No,No,Yes,1,29.8,0
31045,Female,55,Yes,No,55,One year,Electronic check,Fiber optic,75.25,4174.73,No,Yes,Yes,Yes,0,4.6,0
31046,Female,20,Yes,Yes,4,Month-to-month,Electronic check,Fiber optic,43.12,152.69,Yes,Yes,No,Yes,6,18.8,1
31047,Male,70,No,No,24,One year,Electronic check,Fiber optic,61.2,1634.32,Yes,No,Yes,Yes,1,6.8,0
31048,Male,40,No,Yes,34,Two year,Bank transfer,DSL,98.94,2965.34,Yes,Yes,Yes,Yes,2,8.6,0
31049,Male,54,Yes,Yes,30,One year,Credit card,Fiber optic,21.24,576.2,Yes,Yes,No,Yes,4,22.6,1
31050,Male,70,Yes,No,19,Month-to-month,Electronic check,DSL,97.77,1554.86,Yes,Yes,No,Yes,0,29.4,1
31051,Female,54,Yes,No,31,One year,Bank transfer,DSL,42.49,1264.2,No,No,No,No,2,18.3,0
31052,Male,27,No,Yes,60,One year,Electronic check,DSL,32.72,1899.54,No,Yes,Yes,No,2,25.7,0
31053,Male,27,Yes,No,60,Two year,Bank transfer,Fiber optic,29.8,1798.41,Yes,No,No,Yes,1,1.3,1
31054,Male,36,No,No,19,Month-to-month,Electronic check,Fiber optic,20.78,427.82,No,Yes,No,No,4,2.1,1
31055,Female,34,No,No,49,One year,Mailed check,DSL,71.41,4067.48,Yes,Yes,No,Yes,2,18.3,0
31056,Female,38,No,No,63,Month-to-month,Bank transfer,Fiber optic,40.26,2168.84,Yes,No,No,No,2,12.3,0
31057,Female,31,No,No,22,One year,Bank transfer,Fiber optic,118.92,2149.87,No,Yes,Yes,No,1,26.8,0
31058,Male,26,Yes,No,24,Two year,Electronic check,No,76.59,1484.15,Yes,No,No,No,1,9.8,0
31059,Male,63,No,No,30,Month-to-month,Electronic check,Fiber optic,32.06,824.69,Yes,No,No,No,6,13.5,1
31060,Male,18,Yes,Yes,58,Month-to-month,Bank transfer,DSL,88.25,5441.89,No,No,No,Yes,3,16.3,0
31061,Male,68,Yes,No,31,One year,Credit card,No,109.57,3705.74,No,Yes,Yes,Yes,2,8.9,0
31062,Female,62,Yes,Yes,64,One year,Credit card,DSL,94.01,6706.16,Yes,No,No,No,4,27.3,0
31063,Male,30,Yes,No,19,Month-to-month,Credit card,Fiber optic,25.8,439.95,Yes,Yes,Yes,Yes,0,14.5,0
31064,Female,21,No,No,48,One year,Credit card,Fiber optic,109.38,4842.6,Yes,No,No,Yes,0,13.3,0
31065,Female,79,No,No,45,Two year,Mailed check,DSL,98.98,4424.05,Yes,No,Yes,Yes,2,25.6,0
31066,Male,18,No,No,55,One year,Electronic check,Fiber optic,34.15,1550.07,No,No,No,Yes,2,10.0,0
31067,Female,66,Yes,Yes,55,One year,Electronic check,DSL,23.28,1337.32,Yes,Yes,No,No,3,24.7,0
31068,Male,57,No,Yes,18,Month-to-month,Mailed check,No,74.85,1607.99,No,Yes,No,Yes,2,4.5,0
31069,Male,49,Yes,No,63,Two year,Bank transfer,DSL,33.92,2017.98,Yes,No,Yes,Yes,4,6.3,0
31070,Male,51,Yes,No,47,Month-to-month,Credit card,Fiber optic,103.13,5337.34,Yes,Yes,No,No,6,28.6,1
31071,Male,45,No,No,57,Month-to-month,Electronic check,Fiber optic,54.55,3109.39,Yes,No,Yes,Yes,0,25.4,0
31072,Female,48,Yes,No,45,Month-to-month,Mailed check,DSL,111.12,4255.96,Yes,Yes,Yes,Yes,2,12.2,1
31073,Female,25,No,No,33,One year,Bank transfer,Fiber optic,75.7,2580.27,Yes,No,Yes,No,0,19.5,1
31074,Male,56,Yes,No,17,Two year,Bank transfer,No,36.63,572.86,Yes,No,No,Yes,1,28.3,0
31075,Female,43,Yes,Yes,70,Month-to-month,Electronic check,Fiber optic,32.24,1836.5,Yes,Yes,Yes,No,0,7.1,1
31076,Female,75,No,No,4,Two year,Bank transfer,Fiber optic,76.8,323.78,Yes,No,No,Yes,1,2.7,1
31077,Female,51,No,Yes,20,Two year,Electronic check,Fiber optic,95.71,2189.03,Yes,Yes,Yes,Yes,4,16.6,1
31078,Male,71,Yes,No,47,One year,Credit card,No,97.71,4307.22,No,Yes,No,Yes,2,5.1,0
31079,Male,71,No,No,15,One year,Credit card,DSL,46.13,661.59,Yes,Yes,Yes,No,5,6.4,0
31080,Male,20,No,No,70,Month-to-month,Mailed check,Fiber optic,38.83,3143.23,No,Yes,No,No,2,26.9,0
31081,Female,76,Yes,No,47,Month-to-month,Mailed check,DSL,19.71,1042.58,Yes,Yes,Yes,No,3,1.2,1
31082,Male,67,No,No,9,Two year,Bank transfer,No,87.28,853.06,Yes,No,No,No,1,24.7,0
31083,Male,29,Yes,No,16,Month-to-month,Mailed check,Fiber optic,25.81,371.47,Yes,No,Yes,Yes,5,16.0,1
31084,Male,18,Yes,No,69,Month-to-month,Electronic check,No,60.92,4893.22,No,Yes,No,No,2,17.2,0
31085,Male,71,Yes,Yes,61,One year,Credit card,No,79.37,4172.3,No,No,Yes,No,0,20.5,0
31086,Male,61,No,No,10,Two year,Mailed check,DSL,113.59,1193.5,No,No,No,Yes,4,13.5,0
31087,Male,22,Yes,Yes,50,One year,Electronic check,DSL,49.8,2020.69,No,No,Yes,No,1,4.4,0
31088,Female,47,Yes,No,3,Month-to-month,Bank transfer,DSL,43.48,137.94,Yes,No,Yes,No,2,4.0,0
31089,Male,47,Yes,Yes,70,Month-to-month,Electronic check,Fiber optic,84.72,5401.75,No,Yes,No,No,5,22.9,0
31090,Female,76,Yes,Yes,51,One year,Electronic check,Fiber optic,81.16,4055.84,No,No,Yes,Yes,2,7.4,0
31091,Male,74,Yes,Yes,19,Month-to-month,Mailed check,Fiber optic,51.88,924.71,Yes,No,No,No,2,1.8,1
31092,Female,34,No,Yes,42,Month-to-month,Mailed check,DSL,112.67,4112.72,No,Yes,Yes,Yes,5,29.4,1
31093,Female,65,Yes,No,35,Month-to-month,Bank transfer,Fiber optic,104.18,3824.21,No,No,No,No,0,29.4,0
31094,Female,80,Yes,No,46,One year,Credit card,Fiber optic,40.85,2166.21,No,Yes,No,Yes,4,12.0,0
31095,Male,64,No,Yes,26,Month-to-month,Credit card,DSL,42.39,1304.53,No,No,Yes,No,3,1.7,0
31096,Male,40,No,No,69,Month-to-month,Electronic check,DSL,70.25,4250.74,No,Yes,No,Yes,5,22.1,0
31097,Female,32,Yes,No,64,Month-to-month,Electronic check,Fiber optic,96.9,6740.82,No,No,Yes,No,0,25.1,0
31098,Female,54,Yes,No,37,Month-to-month,Bank transfer,Fiber optic,22.49,886.83,Yes,No,No,Yes,2,4.6,1
31099,Male,38,Yes,No,49,Month-to-month,Bank transfer,No,88.72,4074.93,Yes,Yes,No,No,1,4.9,0
31100,Male,31,No,No,21,Month-to-month,Credit card,Fiber optic,84.12,1426.71,Yes,Yes,No,No,5,24.8,1
31101,Male,19,Yes,No,64,One year,Bank transfer,Fiber optic,41.61,2865.21,Yes,No,Yes,No,3,27.7,0
31102,Female,28,Yes,No,5,Month-to-month,Electronic check,Fiber optic,87.5,515.46,Yes,No,No,Yes,1,23.9,1
31103,Female,68,Yes,No,70,Month-to-month,Mailed check,DSL,113.9,8394.36,No,No,No,Yes,2,6.8,1
31104,Female,56,Yes,No,4,Month-to-month,Credit card,DSL,22.77,88.72,Yes,No,No,Yes,0,12.9,0
31105,Female,55,No,No,39,Month-to-month,Credit card,DSL,50.6,1993.26,No,No,No,No,1,18.4,0
31106,Female,77,Yes,No,35,Month-to-month,Electronic check,DSL,62.69,1930.53,No,Yes,Yes,No,5,5.6,1
31107,Male,51,Yes,Yes,1,Month-to-month,Mailed check,DSL,109.72,120.72,No,No,No,No,1,7.1,1
31108,Female,55,No,Yes,24,Month-to-month,Electronic check,Fiber optic,116.15,3062.37,Yes,Yes,No,Yes,3,9.2,1
31109,Female,67,No,No,57,Two year,Mailed check,Fiber optic,63.3,3096.5,Yes,Yes,No,Yes,1,15.8,0
31110,Male,51,Yes,No,70,Month-to-month,Electronic check,Fiber optic,94.5,7615.13,Yes,No,Yes,No,3,15.8,1
31111,Male,35,Yes,No,41,Two year,Credit card,DSL,72.23,2688.02,Yes,No,Yes,Yes,5,24.6,1
31112,Male,47,Yes,Yes,54,Month-to-month,Bank transfer,Fiber optic,72.85,4692.76,No,Yes,No,Yes,0,22.8,0
31113,Female,32,Yes,No,46,Month-to-month,Credit card,Fiber optic,46.37,2033.11,Yes,No,No,Yes,1,27.5,1
31114,Male,44,Yes,Yes,60,One year,Credit card,No,40.13,2097.56,No,No,Yes,Yes,3,25.2,0
31115,Female,68,Yes,Yes,60,Month-to-month,Electronic check,No,47.38,2674.19,Yes,Yes,No,Yes,1,8.4,1
31116,Male,80,No,No,57,Month-to-month,Bank transfer,Fiber optic,74.75,4158.8,Yes,No,No,No,3,10.6,0
31117,Female,51,No,Yes,31,Two year,Credit card,Fiber optic,20.97,538.08,No,No,Yes,Yes,0,15.5,0
31118,Female,69,No,No,24,Month-to-month,Bank transfer,DSL,110.54,2735.96,Yes,No,No,No,1,1.4,1
31119,Male,74,Yes,Yes,36,Month-to-month,Bank transfer,DSL,33.94,1269.56,No,No,No,No,0,27.2,0
31120,Female,55,No,No,30,Month-to-month,Mailed check,No,40.45,1329.48,No,Yes,Yes,No,2,2.3,0
31121,Male,50,No,No,24,Two year,Bank transfer,Fiber optic,70.86,1380.35,Yes,No,Yes,Yes,4,10.4,1
31122,Female,41,No,No,30,Two year,Mailed check,Fiber optic,90.43,2757.65,Yes,No,No,Yes,1,17.5,1
31123,Female,32,No,No,7,Month-to-month,Mailed check,No,27.76,159.57,No,No,Yes,Yes,3,16.0,0
31124,Female,77,No,No,35,Month-to-month,Electronic check,Fiber optic,50.4,1905.93,No,Yes,No,No,1,20.0,1
31125,Male,47,Yes,Yes,55,Two year,Electronic check,DSL,116.8,5282.4,Yes,No,Yes,No,2,16.3,0
31126,Female,72,Yes,Yes,14,Month-to-month,Electronic check,DSL,44.76,729.84,No,No,Yes,No,3,7.6,0
31127,Male,59,Yes,No,10,Month-to-month,Electronic check,DSL,49.93,539.66,Yes,No,Yes,Yes,0,6.8,0
31128,Female,68,Yes,No,16,One year,Mailed check,Fiber optic,103.32,1658.01,Yes,Yes,Yes,No,2,27.3,0
31129,Female,34,Yes,Yes,54,Month-to-month,Electronic check,Fiber optic,23.12,1219.27,Yes,No,Yes,No,3,8.7,0
31130,Male,22,No,Yes,70,One year,Electronic check,No,65.39,3901.09,Yes,No,Yes,Yes,3,9.1,0
31131,Male,46,No,Yes,44,Two year,Bank transfer,Fiber optic,56.72,2287.04,Yes,No,Yes,Yes,1,13.0,0
31132,Female,21,No,No,45,One year,Bank transfer,DSL,50.29,2597.04,Yes,Yes,No,No,1,5.0,0
31133,Female,27,Yes,Yes,56,Month-to-month,Bank transfer,DSL,47.14,3066.92,Yes,No,Yes,Yes,2,15.7,0
31134,Female,73,Yes,Yes,57,Month-to-month,Credit card,Fiber optic,27.32,1246.26,Yes,No,No,No,0,20.3,1
31135,Female,34,No,Yes,21,Month-to-month,Electronic check,No,50.11,1091.93,No,Yes,Yes,Yes,1,23.8,0
31136,Female,27,No,No,68,Month-to-month,Electronic check,DSL,22.39,1656.08,Yes,Yes,Yes,Yes,4,21.6,0
31137,Female,34,No,Yes,50,Month-to-month,Electronic check,No,97.66,5114.94,No,Yes,Yes,No,1,5.3,0
31138,Male,77,Yes,No,33,Month-to-month,Credit card,DSL,58.62,1610.77,No,Yes,No,Yes,3,14.2,0
31139,Female,37,No,No,7,Month-to-month,Bank transfer,DSL,63.28,392.95,Yes,No,No,No,5,2.1,1
31140,Male,41,Yes,No,70,Month-to-month,Electronic check,No,109.15,6877.49,Yes,Yes,Yes,No,2,1.5,0
31141,Female,22,No,Yes,15,Month-to-month,Electronic check,DSL,85.12,1446.22,Yes,Yes,Yes,No,2,13.8,1
31142,Female,51,No,No,32,One year,Bank transfer,Fiber optic,18.82,593.37,No,No,No,No,1,8.3,1
31143,Male,23,Yes,Yes,20,One year,Electronic check,DSL,114.2,2271.97,No,No,No,Yes,3,20.8,0
31144,Female,70,No,Yes,15,Month-to-month,Mailed check,No,42.19,742.94,No,Yes,Yes,Yes,1,22.0,1
31145,Female,19,No,No,48,One year,Credit card,No,28.98,1467.32,Yes,No,No,No,2,27.0,0
31146,Male,30,No,No,71,One year,Bank transfer,No,96.35,7931.74,No,Yes,No,Yes,2,23.1,0
31147,Female,79,No,Yes,21,Month-to-month,Credit card,DSL,69.05,1424.82,Yes,Yes,Yes,Yes,1,2.4,0
31148,Male,60,Yes,No,42,Month-to-month,Mailed check,DSL,62.24,2247.52,No,No,No,Yes,4,11.8,0
31149,Female,60,Yes,No,26,Month-to-month,Bank transfer,Fiber optic,43.45,1323.98,Yes,No,No,Yes,2,8.9,0
31150,Female,65,No,No,14,Month-to-month,Credit card,DSL,73.84,1016.68,No,No,No,No,1,12.2,1
31151,Male,28,No,No,57,Month-to-month,Bank transfer,Fiber optic,45.99,2287.6,No,No,No,Yes,2,5.6,0
31152,Male,68,No,Yes,37,Two year,Bank transfer,Fiber optic,109.96,3746.94,No,No,No,Yes,0,3.8,0
31153,Female,64,No,Yes,58,Month-to-month,Bank transfer,DSL,39.95,1900.77,Yes,No,Yes,Yes,0,16.1,0
31154,Male,74,Yes,No,21,One year,Credit card,Fiber optic,108.2,2243.39,No,No,Yes,No,1,21.9,1
31155,Male,40,Yes,No,69,Month-to-month,Electronic check,No,75.06,5910.7,Yes,No,No,No,0,21.4,0
31156,Male,72,No,No,3,Month-to-month,Electronic check,No,102.51,360.87,Yes,No,Yes,No,2,14.1,1
31157,Female,33,No,No,37,Month-to-month,Mailed check,Fiber optic,90.71,3937.04,Yes,Yes,No,Yes,4,16.1,1
31158,Male,48,No,No,49,One year,Credit card,DSL,89.06,3709.75,Yes,Yes,Yes,Yes,2,16.0,0
31159,Male,28,Yes,No,19,Month-to-month,Credit card,DSL,51.08,924.73,No,Yes,Yes,Yes,5,21.1,0
31160,Male,71,No,No,12,Month-to-month,Electronic check,DSL,41.86,407.53,Yes,No,No,Yes,4,2.4,1
31161,Male,33,No,Yes,61,Two year,Electronic check,DSL,39.51,2752.51,Yes,No,No,No,4,21.6,1
31162,Male,25,Yes,No,41,Month-to-month,Credit card,No,105.43,4078.41,Yes,No,No,Yes,2,17.9,1
31163,Female,21,Yes,No,33,Month-to-month,Electronic check,DSL,101.68,3531.42,No,Yes,No,Yes,3,6.7,0
31164,Female,57,No,No,50,Month-to-month,Electronic check,DSL,62.94,3417.51,Yes,No,No,No,3,2.4,0
31165,Female,21,No,No,68,One year,Electronic check,DSL,31.51,2082.55,No,Yes,No,No,2,4.1,0
31166,Female,73,Yes,Yes,71,Month-to-month,Electronic check,DSL,56.99,3733.01,Yes,No,Yes,No,3,16.2,0
31167,Female,42,Yes,No,33,Month-to-month,Bank transfer,DSL,81.17,3173.85,No,No,No,No,2,23.0,1
31168,Male,20,Yes,No,24,Month-to-month,Mailed check,Fiber optic,64.35,1831.34,Yes,No,No,Yes,1,10.7,0
31169,Male,49,Yes,No,61,Month-to-month,Mailed check,Fiber optic,97.58,5451.04,No,Yes,No,Yes,2,12.0,0
31170,Female,20,Yes,Yes,61,One year,Credit card,DSL,119.76,7245.82,Yes,Yes,Yes,No,1,28.1,1
31171,Male,44,No,Yes,28,One year,Electronic check,DSL,37.5,1248.59,Yes,Yes,No,Yes,1,7.2,0
31172,Male,46,Yes,No,58,Month-to-month,Electronic check,Fiber optic,64.88,3017.76,Yes,Yes,Yes,Yes,6,4.0,1
31173,Male,49,No,Yes,43,Month-to-month,Credit card,Fiber optic,61.96,2571.22,No,No,Yes,No,2,11.0,1
31174,Female,67,Yes,No,41,Month-to-month,Bank transfer,DSL,49.06,1689.99,No,Yes,Yes,No,1,22.6,1
31175,Male,78,Yes,No,39,One year,Electronic check,No,38.21,1495.65,No,No,Yes,Yes,2,19.2,0
31176,Male,75,No,No,49,Month-to-month,Electronic check,Fiber optic,24.7,980.18,Yes,No,No,Yes,1,13.1,1
31177,Female,68,No,Yes,17,Month-to-month,Electronic check,Fiber optic,108.49,1775.65,Yes,No,No,No,2,29.0,1
31178,Female,36,Yes,Yes,70,Two year,Bank transfer,No,60.82,3781.76,Yes,Yes,No,Yes,4,22.3,0
31179,Male,38,No,No,70,Month-to-month,Electronic check,Fiber optic,68.68,4871.65,Yes,No,No,Yes,1,2.8,0
31180,Male,22,Yes,Yes,65,Two year,Mailed check,No,111.53,8687.72,No,No,No,No,1,22.6,1
31181,Female,35,Yes,No,5,Month-to-month,Electronic check,No,97.18,544.31,Yes,No,No,Yes,4,1.7,1
31182,Female,45,No,Yes,2,Month-to-month,Credit card,DSL,31.31,71.28,Yes,Yes,No,Yes,4,19.9,0
31183,Male,59,No,No,22,Month-to-month,Mailed check,No,75.67,1754.81,Yes,No,No,No,2,7.1,0
31184,Male,78,Yes,No,57,Month-to-month,Mailed check,DSL,63.11,2937.62,No,Yes,No,No,3,21.2,1
31185,Female,39,Yes,No,66,Month-to-month,Electronic check,DSL,99.32,5786.33,Yes,No,No,No,3,10.0,0
31186,Male,38,No,No,16,Month-to-month,Electronic check,No,91.87,1719.84,No,No,No,No,3,26.3,1
31187,Female,23,Yes,No,51,Two year,Bank transfer,No,88.42,4267.92,Yes,Yes,Yes,Yes,1,10.8,0
31188,Female,18,No,No,39,Month-to-month,Bank transfer,Fiber optic,52.74,1730.75,No,Yes,Yes,No,1,19.0,0
31189,Female,22,Yes,No,40,One year,Bank transfer,DSL,100.11,4328.6,Yes,No,No,No,0,9.3,0
31190,Male,58,No,Yes,38,One year,Bank transfer,Fiber optic,23.34,815.77,Yes,Yes,Yes,No,0,27.6,0
31191,Male,29,Yes,No,60,One year,Electronic check,Fiber optic,34.28,1866.63,No,No,Yes,Yes,2,23.6,0
31192,Female,43,No,No,59,One year,Bank transfer,DSL,52.23,3695.39,Yes,No,Yes,No,2,8.1,0
31193,Female,63,Yes,No,10,Month-to-month,Electronic check,No,25.83,295.3,No,Yes,No,No,3,28.5,0
31194,Female,51,No,No,64,Month-to-month,Electronic check,DSL,41.97,2587.17,No,Yes,No,No,3,11.4,0
31195,Female,66,Yes,Yes,63,Month-to-month,Bank transfer,DSL,102.68,7711.53,Yes,Yes,No,Yes,3,19.9,1
31196,Male,31,Yes,No,49,Month-to-month,Credit card,DSL,114.72,5958.81,No,No,No,No,2,22.5,1
31197,Female,43,Yes,Yes,64,Month-to-month,Bank transfer,Fiber optic,49.07,3444.51,No,No,No,No,2,1.7,0
31198,Female,62,No,No,32,Month-to-month,Credit card,Fiber optic,44.98,1169.63,No,No,Yes,Yes,1,28.8,1
31199,Female,44,Yes,Yes,7,Two year,Credit card,DSL,46.55,276.53,Yes,No,No,No,1,11.0,0
31200,Male,26,Yes,No,21,Two year,Electronic check,Fiber optic,46.33,1024.72,Yes,No,Yes,No,3,6.5,1
31201,Female,43,Yes,No,20,Month-to-month,Credit card,DSL,21.66,502.34,Yes,Yes,No,No,6,25.7,0
31202,Female,74,No,No,26,Month-to-month,Bank transfer,Fiber optic,112.55,3071.14,No,No,Yes,No,0,21.4,1
31203,Female,64,Yes,No,68,Month-to-month,Credit card,Fiber optic,39.8,2310.21,No,Yes,No,No,2,3.5,0
31204,Female,74,Yes,No,15,Month-to-month,Bank transfer,DSL,60.84,772.34,Yes,Yes,No,Yes,2,4.4,1
31205,Female,39,No,No,14,Month-to-month,Bank transfer,Fiber optic,18.99,302.46,Yes,No,No,No,2,21.7,1
31206,Male,64,No,Yes,27,Two year,Bank transfer,Fiber optic,105.51,2437.75,No,No,No,No,1,3.2,0
31207,Male,73,Yes,No,40,Month-to-month,Electronic check,Fiber optic,92.58,3733.17,No,Yes,No,Yes,2,27.6,1
31208,Male,47,No,No,58,Month-to-month,Credit card,Fiber optic,114.57,5414.7,No,No,No,Yes,2,22.5,0
31209,Female,60,Yes,No,28,Month-to-month,Electronic check,No,97.72,2277.22,Yes,No,No,Yes,2,10.7,1
31210,Female,80,Yes,No,26,Two year,Electronic check,No,50.0,1389.62,Yes,No,No,No,1,11.5,0
31211,Male,65,No,No,63,Two year,Electronic check,DSL,43.28,2932.97,Yes,Yes,No,No,2,15.7,0
31212,Female,78,No,No,66,One year,Electronic check,Fiber optic,89.17,5512.03,Yes,Yes,No,No,0,11.5,0
31213,Male,34,Yes,No,25,Month-to-month,Electronic check,DSL,55.14,1221.69,No,No,Yes,No,2,23.7,0
31214,Female,43,Yes,No,3,Month-to-month,Electronic check,DSL,75.75,255.77,Yes,No,Yes,No,2,29.3,1
31215,Male,53,Yes,No,72,Month-to-month,Mailed check,DSL,18.64,1190.21,No,No,Yes,No,3,18.0,0
31216,Male,18,No,No,44,Month-to-month,Mailed check,No,24.31,1087.62,Yes,No,No,Yes,0,13.9,0
31217,Female,25,No,No,42,One year,Electronic check,Fiber optic,72.61,3620.76,No,No,No,No,1,7.5,1
31218,Female,66,Yes,Yes,6,Month-to-month,Electronic check,DSL,75.74,390.43,Yes,No,Yes,No,2,19.9,1
31219,Male,52,No,Yes,39,Month-to-month,Credit card,DSL,94.65,4342.32,Yes,No,No,No,5,20.9,1
31220,Male,78,Yes,Yes,52,One year,Electronic check,No,31.46,1428.42,Yes,No,No,No,2,20.9,0
31221,Female,69,No,Yes,23,Month-to-month,Electronic check,Fiber optic,70.34,1661.46,Yes,No,No,No,3,1.8,1
31222,Male,32,Yes,Yes,50,One year,Electronic check,DSL,37.83,1798.44,No,Yes,No,Yes,3,27.1,1
31223,Female,64,No,No,43,Month-to-month,Electronic check,No,27.51,1402.92,Yes,No,Yes,Yes,0,10.8,0
31224,Male,80,Yes,No,19,Month-to-month,Bank transfer,Fiber optic,59.87,1034.49,No,No,No,No,2,22.6,1
31225,Female,73,No,No,69,Month-to-month,Mailed check,DSL,34.66,2295.55,No,Yes,Yes,Yes,1,23.0,1
31226,Female,39,Yes,No,51,Two year,Mailed check,Fiber optic,40.62,2471.74,No,No,No,Yes,1,19.9,0
31227,Female,31,Yes,No,11,Month-to-month,Electronic check,No,50.39,562.38,No,Yes,Yes,Yes,2,12.5,1
31228,Male,43,No,Yes,12,Month-to-month,Bank transfer,No,44.46,534.08,Yes,Yes,Yes,Yes,2,18.6,0
31229,Female,45,Yes,Yes,8,Month-to-month,Bank transfer,DSL,26.93,194.57,Yes,No,No,No,2,2.2,0
31230,Female,40,Yes,No,24,One year,Electronic check,DSL,27.17,704.6,No,Yes,No,No,1,23.1,0
31231,Female,31,No,No,41,Two year,Electronic check,DSL,37.71,1245.78,No,No,No,No,3,3.9,1
31232,Male,41,No,No,36,Month-to-month,Electronic check,Fiber optic,23.16,683.52,Yes,Yes,No,No,6,12.5,1
31233,Female,19,Yes,No,72,Month-to-month,Bank transfer,Fiber optic,81.9,6131.16,No,No,No,Yes,1,4.0,1
31234,Female,62,Yes,Yes,55,Two year,Electronic check,DSL,47.31,2437.26,Yes,Yes,Yes,Yes,4,25.3,0
31235,Female,43,Yes,No,9,One year,Mailed check,Fiber optic,46.53,494.7,No,No,No,No,1,17.0,1
31236,Female,31,No,No,47,One year,Electronic check,Fiber optic,51.86,2830.52,Yes,No,No,Yes,2,21.0,0
31237,Female,76,Yes,No,15,Month-to-month,Electronic check,Fiber optic,85.61,1393.92,No,Yes,No,Yes,0,20.8,0
31238,Male,73,Yes,Yes,48,Month-to-month,Electronic check,No,106.8,5778.78,No,Yes,No,No,3,25.4,1
31239,Female,68,No,No,42,One year,Electronic check,Fiber optic,95.43,4276.33,No,No,No,Yes,1,4.8,0
31240,Female,24,Yes,No,60,Month-to-month,Electronic check,DSL,92.21,4704.0,Yes,Yes,No,Yes,1,20.1,0
31241,Male,20,Yes,No,70,Month-to-month,Mailed check,Fiber optic,67.41,5219.91,Yes,Yes,Yes,Yes,1,17.7,0
31242,Male,64,No,No,12,Month-to-month,Bank transfer,No,88.77,941.75,Yes,Yes,No,No,1,1.9,1
31243,Male,40,Yes,No,2,Month-to-month,Mailed check,DSL,74.38,138.25,No,No,No,No,0,6.8,1
